image_file,source_frame,class_name,confidence,x_min,y_min,x_max,y_max,img_w,img_h,saved_time
vid_IMG_1557_20260823_021044_0004.jpg,720,tv,,552,559,676,717,1280,720,2026-08-23 02:11:16
vid_IMG_1557_20260823_021044_0004.jpg,720,tv,,826,353,862,406,1280,720,2026-08-23 02:11:16
vid_IMG_1557_20260823_021044_0004.jpg,720,tv,,448,432,537,534,1280,720,2026-08-23 02:11:16
vid_IMG_1557_20260823_021044_0004.jpg,720,tv,,732,492,829,633,1280,720,2026-08-23 02:11:16
vid_IMG_1557_20260823_021044_0004.jpg,720,tv,,884,339,917,390,1280,720,2026-08-23 02:11:16
vid_IMG_1557_20260823_021044_0004.jpg,720,tv,,496,376,537,423,1280,720,2026-08-23 02:11:16
vid_IMG_1557_20260823_021044_0004.jpg,720,tv,,239,468,383,597,1280,720,2026-08-23 02:11:16
vid_IMG_1557_20260823_021044_0004.jpg,720,tv,,833,437,911,552,1280,720,2026-08-23 02:11:16
vid_IMG_1557_20260823_021044_0004.jpg,720,tv,,114,414,180,515,1280,720,2026-08-23 02:11:16
vid_IMG_1557_20260823_021044_0004.jpg,720,tv,,568,406,640,490,1280,720,2026-08-23 02:11:16
vid_IMG_1557_20260823_021044_0004.jpg,720,tv,,0,501,31,628,1280,720,2026-08-23 02:11:16
vid_IMG_1557_20260823_021044_0004.jpg,720,tv,,742,347,776,367,1280,720,2026-08-23 02:11:16
vid_IMG_1557_20260823_021044_0004.jpg,720,tv,,740,334,802,366,1280,720,2026-08-23 02:11:16
vid_IMG_1557_20260823_021044_0005.jpg,900,person,0.775,1055,315,1143,578,1280,720,2026-08-23 02:11:25
vid_IMG_1557_20260823_021044_0005.jpg,900,person,0.738,581,463,716,584,1280,720,2026-08-23 02:11:25
vid_IMG_1557_20260823_021044_0005.jpg,900,person,0.662,108,322,229,460,1280,720,2026-08-23 02:11:25
vid_IMG_1557_20260823_021044_0005.jpg,900,person,0.659,173,612,338,717,1280,720,2026-08-23 02:11:25
vid_IMG_1557_20260823_021044_0005.jpg,900,person,0.639,161,430,269,582,1280,720,2026-08-23 02:11:25
vid_IMG_1557_20260823_021044_0005.jpg,900,person,0.600,889,350,1000,521,1280,720,2026-08-23 02:11:25
vid_IMG_1557_20260823_021044_0005.jpg,900,tv,,363,365,440,425,1280,720,2026-08-23 02:11:25
vid_IMG_1557_20260823_021044_0005.jpg,900,tv,,2,505,172,658,1280,720,2026-08-23 02:11:25
vid_IMG_1557_20260823_021044_0005.jpg,900,tv,,592,333,628,391,1280,720,2026-08-23 02:11:25
vid_IMG_1557_20260823_021044_0005.jpg,900,tv,,656,324,698,369,1280,720,2026-08-23 02:11:25
vid_IMG_1557_20260823_021044_0005.jpg,900,tv,,764,307,798,348,1280,720,2026-08-23 02:11:25
vid_IMG_1557_20260823_021044_0005.jpg,900,tv,,716,315,744,361,1280,720,2026-08-23 02:11:25
vid_IMG_1557_20260823_021044_0005.jpg,900,tv,,443,427,533,522,1280,720,2026-08-23 02:11:25
vid_IMG_1557_20260823_021044_0005.jpg,900,tv,,103,405,174,509,1280,720,2026-08-23 02:11:25
vid_IMG_1557_20260823_021044_0005.jpg,900,tv,,541,405,636,487,1280,720,2026-08-23 02:11:25
vid_IMG_1557_20260823_021044_0005.jpg,900,tv,,817,346,856,400,1280,720,2026-08-23 02:11:25
vid_IMG_1557_20260823_021044_0005.jpg,900,tv,,753,356,801,415,1280,720,2026-08-23 02:11:25
vid_IMG_1557_20260823_021044_0005.jpg,900,tv,,489,369,533,410,1280,720,2026-08-23 02:11:25
vid_IMG_1557_20260823_021044_0005.jpg,900,tv,,547,548,675,716,1280,720,2026-08-23 02:11:25
vid_IMG_1557_20260823_021044_0005.jpg,900,tv,,722,487,819,610,1280,720,2026-08-23 02:11:25
vid_IMG_1557_20260823_021044_0005.jpg,900,tv,,877,333,910,384,1280,720,2026-08-23 02:11:25
vid_IMG_1557_20260823_021044_0005.jpg,900,tv,,788,348,834,404,1280,720,2026-08-23 02:11:25
vid_IMG_1557_20260823_021044_0006.jpg,1080,person,0.730,1016,296,1098,559,1280,720,2026-08-23 02:11:33
vid_IMG_1557_20260823_021044_0006.jpg,1080,person,0.728,124,601,310,718,1280,720,2026-08-23 02:11:33
vid_IMG_1557_20260823_021044_0006.jpg,1080,person,0.708,115,418,228,580,1280,720,2026-08-23 02:11:33
vid_IMG_1557_20260823_021044_0006.jpg,1080,person,0.682,558,450,690,573,1280,720,2026-08-23 02:11:33
vid_IMG_1557_20260823_021044_0006.jpg,1080,person,0.552,75,276,149,470,1280,720,2026-08-23 02:11:33
vid_IMG_1557_20260823_021044_0006.jpg,1080,person,0.536,192,257,292,392,1280,720,2026-08-23 02:11:33
vid_IMG_1557_20260823_021044_0006.jpg,1080,tv,,326,354,403,416,1280,720,2026-08-23 02:11:33
vid_IMG_1557_20260823_021044_0006.jpg,1080,tv,,729,296,761,341,1280,720,2026-08-23 02:11:33
vid_IMG_1557_20260823_021044_0006.jpg,1080,tv,,680,304,708,350,1280,720,2026-08-23 02:11:33
vid_IMG_1557_20260823_021044_0006.jpg,1080,tv,,622,313,664,360,1280,720,2026-08-23 02:11:33
vid_IMG_1557_20260823_021044_0006.jpg,1080,tv,,558,322,593,378,1280,720,2026-08-23 02:11:33
vid_IMG_1557_20260823_021044_0006.jpg,1080,tv,,511,536,640,702,1280,720,2026-08-23 02:11:33
vid_IMG_1557_20260823_021044_0006.jpg,1080,tv,,841,322,872,371,1280,720,2026-08-23 02:11:33
vid_IMG_1557_20260823_021044_0006.jpg,1080,tv,,194,456,341,579,1280,720,2026-08-23 02:11:33
vid_IMG_1557_20260823_021044_0006.jpg,1080,tv,,0,499,128,604,1280,720,2026-08-23 02:11:33
vid_IMG_1557_20260823_021044_0006.jpg,1080,tv,,404,415,502,506,1280,720,2026-08-23 02:11:33
vid_IMG_1557_20260823_021044_0006.jpg,1080,tv,,171,370,267,457,1280,720,2026-08-23 02:11:33
vid_IMG_1557_20260823_021044_0006.jpg,1080,tv,,521,393,599,471,1280,720,2026-08-23 02:11:33
vid_IMG_1557_20260823_021044_0006.jpg,1080,tv,,494,394,598,479,1280,720,2026-08-23 02:11:33
vid_IMG_1557_20260823_021044_0006.jpg,1080,tv,,616,320,663,364,1280,720,2026-08-23 02:11:33
vid_IMG_1557_20260823_021044_0006.jpg,1080,tv,,786,420,864,545,1280,720,2026-08-23 02:11:33
vid_IMG_1557_20260823_021044_0006.jpg,1080,tv,,376,416,500,517,1280,720,2026-08-23 02:11:33
