image_file,source_frame,class_name,confidence,x_min,y_min,x_max,y_max,img_w,img_h,saved_time
vid_IMG_1557_20260823_021701_0001.jpg,120,person,0.678,208,474,311,622,1280,720,2026-08-23 02:17:06
vid_IMG_1557_20260823_021701_0001.jpg,120,person,0.541,628,482,758,607,1280,720,2026-08-23 02:17:06
vid_IMG_1557_20260823_021701_0001.jpg,120,person,0.506,285,312,376,438,1280,720,2026-08-23 02:17:06
vid_IMG_1557_20260823_021701_0001.jpg,120,monitor,0.743,631,362,667,419,1280,720,2026-08-23 02:17:06
vid_IMG_1557_20260823_021701_0001.jpg,120,chair,0.687,374,626,503,719,1280,720,2026-08-23 02:17:06
vid_IMG_1557_20260823_021701_0001.jpg,120,monitor,0.627,68,547,228,695,1280,720,2026-08-23 02:17:06
vid_IMG_1557_20260823_021701_0001.jpg,120,monitor,0.598,803,330,835,369,1280,720,2026-08-23 02:17:06
vid_IMG_1557_20260823_021701_0001.jpg,120,monitor,0.556,696,350,737,394,1280,720,2026-08-23 02:17:06
vid_IMG_1557_20260823_021701_0001.jpg,120,monitor,0.555,0,486,48,573,1280,720,2026-08-23 02:17:06
vid_IMG_1557_20260823_021701_0001.jpg,120,monitor,0.476,408,399,482,454,1280,720,2026-08-23 02:17:06
vid_IMG_1557_20260823_021701_0001.jpg,120,monitor,0.414,860,367,894,419,1280,720,2026-08-23 02:17:06
vid_IMG_1557_20260823_021701_0001.jpg,120,monitor,0.405,532,400,573,454,1280,720,2026-08-23 02:17:06
vid_IMG_1557_20260823_021701_0001.jpg,120,monitor,0.366,865,463,940,573,1280,720,2026-08-23 02:17:06
vid_IMG_1557_20260823_021701_0001.jpg,120,chair,0.359,391,660,517,720,1280,720,2026-08-23 02:17:06
vid_IMG_1557_20260823_021701_0001.jpg,120,monitor,0.332,793,377,839,437,1280,720,2026-08-23 02:17:06
vid_IMG_1557_20260823_021701_0001.jpg,120,monitor,0.330,297,496,422,580,1280,720,2026-08-23 02:17:06
vid_IMG_1557_20260823_021701_0001.jpg,120,monitor,0.321,484,455,571,554,1280,720,2026-08-23 02:17:06
vid_IMG_1557_20260823_021701_0001.jpg,120,chair,0.316,1180,432,1264,554,1280,720,2026-08-23 02:17:06
vid_IMG_1557_20260823_021701_0001.jpg,120,monitor,0.300,589,574,709,717,1280,720,2026-08-23 02:17:06
vid_IMG_1557_20260823_021701_0001.jpg,120,chair,0.294,46,470,180,587,1280,720,2026-08-23 02:17:06
vid_IMG_1557_20260823_021701_0001.jpg,120,monitor,0.265,761,507,856,627,1280,720,2026-08-23 02:17:06
vid_IMG_1557_20260823_021701_0001.jpg,120,monitor,0.251,601,433,670,499,1280,720,2026-08-23 02:17:06
vid_IMG_1557_20260823_021701_0001.jpg,120,monitor,0.242,754,338,780,385,1280,720,2026-08-23 02:17:06
vid_IMG_1557_20260823_021701_0002.jpg,240,person,0.749,588,478,716,597,1280,720,2026-08-23 02:17:10
vid_IMG_1557_20260823_021701_0002.jpg,240,person,0.707,1064,308,1145,555,1280,720,2026-08-23 02:17:10
vid_IMG_1557_20260823_021701_0002.jpg,240,person,0.652,106,354,228,480,1280,720,2026-08-23 02:17:10
vid_IMG_1557_20260823_021701_0002.jpg,240,person,0.597,233,304,327,438,1280,720,2026-08-23 02:17:10
vid_IMG_1557_20260823_021701_0002.jpg,240,person,0.567,880,357,980,506,1280,720,2026-08-23 02:17:10
vid_IMG_1557_20260823_021701_0002.jpg,240,person,0.500,160,466,274,609,1280,720,2026-08-23 02:17:10
vid_IMG_1557_20260823_021701_0002.jpg,240,monitor,0.667,360,393,436,460,1280,720,2026-08-23 02:17:10
vid_IMG_1557_20260823_021701_0002.jpg,240,monitor,0.643,711,328,737,372,1280,720,2026-08-23 02:17:10
vid_IMG_1557_20260823_021701_0002.jpg,240,monitor,0.642,4,546,175,705,1280,720,2026-08-23 02:17:10
vid_IMG_1557_20260823_021701_0002.jpg,240,chair,0.641,328,621,467,718,1280,720,2026-08-23 02:17:10
vid_IMG_1557_20260823_021701_0002.jpg,240,monitor,0.619,759,320,791,359,1280,720,2026-08-23 02:17:10
vid_IMG_1557_20260823_021701_0002.jpg,240,monitor,0.599,653,337,694,385,1280,720,2026-08-23 02:17:10
vid_IMG_1557_20260823_021701_0002.jpg,240,monitor,0.551,588,352,625,410,1280,720,2026-08-23 02:17:10
vid_IMG_1557_20260823_021701_0002.jpg,240,monitor,0.457,822,445,895,559,1280,720,2026-08-23 02:17:10
vid_IMG_1557_20260823_021701_0002.jpg,240,monitor,0.411,556,419,628,504,1280,720,2026-08-23 02:17:10
vid_IMG_1557_20260823_021701_0002.jpg,240,monitor,0.369,238,488,378,622,1280,720,2026-08-23 02:17:10
vid_IMG_1557_20260823_021701_0002.jpg,240,monitor,0.366,813,354,851,410,1280,720,2026-08-23 02:17:10
vid_IMG_1557_20260823_021701_0002.jpg,240,monitor,0.354,547,564,670,718,1280,720,2026-08-23 02:17:10
vid_IMG_1557_20260823_021701_0002.jpg,240,chair,0.301,350,652,476,720,1280,720,2026-08-23 02:17:10
vid_IMG_1557_20260823_021701_0002.jpg,240,monitor,0.240,873,341,903,390,1280,720,2026-08-23 02:17:10
vid_IMG_1557_20260823_021701_0002.jpg,240,monitor,0.229,488,391,530,446,1280,720,2026-08-23 02:17:10
vid_IMG_1557_20260823_021701_0002.jpg,240,chair,0.225,149,641,317,720,1280,720,2026-08-23 02:17:10
vid_IMG_1557_20260823_021701_0003.jpg,360,person,0.754,585,482,720,604,1280,720,2026-08-23 02:17:14
vid_IMG_1557_20260823_021701_0003.jpg,360,person,0.681,163,466,271,614,1280,720,2026-08-23 02:17:14
vid_IMG_1557_20260823_021701_0003.jpg,360,person,0.636,232,302,320,432,1280,720,2026-08-23 02:17:14
vid_IMG_1557_20260823_021701_0003.jpg,360,person,0.496,882,362,976,526,1280,720,2026-08-23 02:17:14
vid_IMG_1557_20260823_021701_0003.jpg,360,monitor,0.723,758,324,791,367,1280,720,2026-08-23 02:17:14
vid_IMG_1557_20260823_021701_0003.jpg,360,monitor,0.643,586,355,624,413,1280,720,2026-08-23 02:17:14
vid_IMG_1557_20260823_021701_0003.jpg,360,monitor,0.619,359,394,435,461,1280,720,2026-08-23 02:17:14
vid_IMG_1557_20260823_021701_0003.jpg,360,monitor,0.531,0,543,171,705,1280,720,2026-08-23 02:17:14
vid_IMG_1557_20260823_021701_0003.jpg,360,chair,0.525,323,625,465,719,1280,720,2026-08-23 02:17:14
vid_IMG_1557_20260823_021701_0003.jpg,360,monitor,0.474,233,489,376,625,1280,720,2026-08-23 02:17:14
vid_IMG_1557_20260823_021701_0003.jpg,360,monitor,0.436,652,343,693,390,1280,720,2026-08-23 02:17:14
vid_IMG_1557_20260823_021701_0003.jpg,360,monitor,0.402,551,424,628,507,1280,720,2026-08-23 02:17:14
vid_IMG_1557_20260823_021701_0003.jpg,360,monitor,0.352,486,392,528,449,1280,720,2026-08-23 02:17:14
vid_IMG_1557_20260823_021701_0003.jpg,360,chair,0.344,352,661,475,720,1280,720,2026-08-23 02:17:14
vid_IMG_1557_20260823_021701_0003.jpg,360,monitor,0.327,709,333,737,379,1280,720,2026-08-23 02:17:14
vid_IMG_1557_20260823_021701_0003.jpg,360,monitor,0.319,747,375,794,430,1280,720,2026-08-23 02:17:14
vid_IMG_1557_20260823_021701_0003.jpg,360,monitor,0.278,818,450,896,574,1280,720,2026-08-23 02:17:14
vid_IMG_1557_20260823_021701_0003.jpg,360,chair,0.271,208,628,469,719,1280,720,2026-08-23 02:17:14
vid_IMG_1557_20260823_021701_0003.jpg,360,chair,0.248,1131,427,1208,550,1280,720,2026-08-23 02:17:14
vid_IMG_1557_20260823_021701_0004.jpg,480,person,0.702,263,289,353,418,1280,720,2026-08-23 02:17:18
vid_IMG_1557_20260823_021701_0004.jpg,480,person,0.688,612,472,747,595,1280,720,2026-08-23 02:17:18
vid_IMG_1557_20260823_021701_0004.jpg,480,person,0.664,0,476,151,663,1280,720,2026-08-23 02:17:18
vid_IMG_1557_20260823_021701_0004.jpg,480,person,0.641,187,450,304,619,1280,720,2026-08-23 02:17:18
vid_IMG_1557_20260823_021701_0004.jpg,480,person,0.629,909,360,1001,532,1280,720,2026-08-23 02:17:18
vid_IMG_1557_20260823_021701_0004.jpg,480,person,0.555,214,630,340,719,1280,720,2026-08-23 02:17:18
vid_IMG_1557_20260823_021701_0004.jpg,480,person,0.478,137,344,266,488,1280,720,2026-08-23 02:17:18
vid_IMG_1557_20260823_021701_0004.jpg,480,monitor,0.679,612,348,648,406,1280,720,2026-08-23 02:17:18
vid_IMG_1557_20260823_021701_0004.jpg,480,chair,0.593,1166,425,1239,551,1280,720,2026-08-23 02:17:18
vid_IMG_1557_20260823_021701_0004.jpg,480,monitor,0.533,784,319,817,360,1280,720,2026-08-23 02:17:18
vid_IMG_1557_20260823_021701_0004.jpg,480,monitor,0.523,388,382,463,448,1280,720,2026-08-23 02:17:18
vid_IMG_1557_20260823_021701_0004.jpg,480,chair,0.484,347,614,473,714,1280,720,2026-08-23 02:17:18
vid_IMG_1557_20260823_021701_0004.jpg,480,monitor,0.475,898,343,931,393,1280,720,2026-08-23 02:17:18
vid_IMG_1557_20260823_021701_0004.jpg,480,monitor,0.472,676,337,717,383,1280,720,2026-08-23 02:17:18
vid_IMG_1557_20260823_021701_0004.jpg,480,monitor,0.428,735,327,762,373,1280,720,2026-08-23 02:17:18
vid_IMG_1557_20260823_021701_0004.jpg,480,monitor,0.339,576,420,654,503,1280,720,2026-08-23 02:17:18
vid_IMG_1557_20260823_021701_0004.jpg,480,chair,0.307,356,648,501,720,1280,720,2026-08-23 02:17:18
vid_IMG_1557_20260823_021701_0004.jpg,480,monitor,0.257,571,562,692,717,1280,720,2026-08-23 02:17:18
vid_IMG_1557_20260823_021701_0004.jpg,480,monitor,0.255,582,417,653,485,1280,720,2026-08-23 02:17:18
vid_IMG_1557_20260823_021701_0004.jpg,480,monitor,0.247,772,368,821,429,1280,720,2026-08-23 02:17:18
vid_IMG_1557_20260823_021701_0005.jpg,600,person,0.787,1044,343,1141,584,1280,720,2026-08-23 02:17:22
vid_IMG_1557_20260823_021701_0005.jpg,600,person,0.681,175,449,290,607,1280,720,2026-08-23 02:17:22
vid_IMG_1557_20260823_021701_0005.jpg,600,person,0.672,601,472,726,591,1280,720,2026-08-23 02:17:22
vid_IMG_1557_20260823_021701_0005.jpg,600,person,0.642,243,282,342,415,1280,720,2026-08-23 02:17:22
vid_IMG_1557_20260823_021701_0005.jpg,600,person,0.637,0,473,94,644,1280,720,2026-08-23 02:17:22
vid_IMG_1557_20260823_021701_0005.jpg,600,person,0.621,127,336,249,479,1280,720,2026-08-23 02:17:22
vid_IMG_1557_20260823_021701_0005.jpg,600,person,0.505,198,625,348,718,1280,720,2026-08-23 02:17:22
vid_IMG_1557_20260823_021701_0005.jpg,600,monitor,0.669,601,345,637,402,1280,720,2026-08-23 02:17:22
vid_IMG_1557_20260823_021701_0005.jpg,600,monitor,0.664,374,378,449,446,1280,720,2026-08-23 02:17:22
vid_IMG_1557_20260823_021701_0005.jpg,600,chair,0.583,330,608,455,709,1280,720,2026-08-23 02:17:22
vid_IMG_1557_20260823_021701_0005.jpg,600,monitor,0.571,772,317,805,358,1280,720,2026-08-23 02:17:22
vid_IMG_1557_20260823_021701_0005.jpg,600,monitor,0.540,666,335,707,378,1280,720,2026-08-23 02:17:22
vid_IMG_1557_20260823_021701_0005.jpg,600,monitor,0.533,724,324,751,370,1280,720,2026-08-23 02:17:22
vid_IMG_1557_20260823_021701_0005.jpg,600,monitor,0.526,761,363,809,426,1280,720,2026-08-23 02:17:22
vid_IMG_1557_20260823_021701_0005.jpg,600,chair,0.435,327,646,485,720,1280,720,2026-08-23 02:17:22
vid_IMG_1557_20260823_021701_0005.jpg,600,monitor,0.422,16,524,185,678,1280,720,2026-08-23 02:17:22
vid_IMG_1557_20260823_021701_0005.jpg,600,monitor,0.402,887,341,919,390,1280,720,2026-08-23 02:17:22
vid_IMG_1557_20260823_021701_0005.jpg,600,chair,0.367,1136,424,1224,549,1280,720,2026-08-23 02:17:22
vid_IMG_1557_20260823_021701_0005.jpg,600,monitor,0.361,828,353,865,408,1280,720,2026-08-23 02:17:22
vid_IMG_1557_20260823_021701_0005.jpg,600,monitor,0.354,570,414,642,484,1280,720,2026-08-23 02:17:22
vid_IMG_1557_20260823_021701_0005.jpg,600,monitor,0.333,558,563,680,716,1280,720,2026-08-23 02:17:22
vid_IMG_1557_20260823_021701_0005.jpg,600,monitor,0.330,499,380,542,424,1280,720,2026-08-23 02:17:22
vid_IMG_1557_20260823_021701_0005.jpg,600,chair,0.255,133,676,230,720,1280,720,2026-08-23 02:17:22
vid_IMG_1557_20260823_021701_0005.jpg,600,monitor,0.249,223,399,319,482,1280,720,2026-08-23 02:17:22
vid_IMG_1557_20260823_021701_0005.jpg,600,monitor,0.248,252,472,388,597,1280,720,2026-08-23 02:17:22
vid_IMG_1557_20260823_021701_0005.jpg,600,monitor,0.232,450,438,543,540,1280,720,2026-08-23 02:17:22
vid_IMG_1557_20260823_021701_0005.jpg,600,monitor,0.231,23,523,184,635,1280,720,2026-08-23 02:17:22
vid_IMG_1557_20260823_021701_0006.jpg,720,person,0.798,1029,337,1135,584,1280,720,2026-08-23 02:17:26
vid_IMG_1557_20260823_021701_0006.jpg,720,person,0.695,172,447,289,607,1280,720,2026-08-23 02:17:26
vid_IMG_1557_20260823_021701_0006.jpg,720,person,0.632,192,621,346,716,1280,720,2026-08-23 02:17:26
vid_IMG_1557_20260823_021701_0006.jpg,720,person,0.556,246,277,338,408,1280,720,2026-08-23 02:17:26
vid_IMG_1557_20260823_021701_0006.jpg,720,person,0.473,118,330,240,467,1280,720,2026-08-23 02:17:26
vid_IMG_1557_20260823_021701_0006.jpg,720,monitor,0.727,11,516,178,665,1280,720,2026-08-23 02:17:26
vid_IMG_1557_20260823_021701_0006.jpg,720,chair,0.676,1130,425,1220,552,1280,720,2026-08-23 02:17:26
vid_IMG_1557_20260823_021701_0006.jpg,720,chair,0.579,327,604,452,702,1280,720,2026-08-23 02:17:26
vid_IMG_1557_20260823_021701_0006.jpg,720,monitor,0.522,664,331,705,373,1280,720,2026-08-23 02:17:26
vid_IMG_1557_20260823_021701_0006.jpg,720,monitor,0.514,758,363,807,425,1280,720,2026-08-23 02:17:26
vid_IMG_1557_20260823_021701_0006.jpg,720,monitor,0.514,370,375,446,433,1280,720,2026-08-23 02:17:26
vid_IMG_1557_20260823_021701_0006.jpg,720,chair,0.513,321,647,478,720,1280,720,2026-08-23 02:17:26
vid_IMG_1557_20260823_021701_0006.jpg,720,monitor,0.512,770,315,803,355,1280,720,2026-08-23 02:17:26
vid_IMG_1557_20260823_021701_0006.jpg,720,monitor,0.506,599,340,636,399,1280,720,2026-08-23 02:17:26
vid_IMG_1557_20260823_021701_0006.jpg,720,monitor,0.488,720,322,748,367,1280,720,2026-08-23 02:17:26
vid_IMG_1557_20260823_021701_0006.jpg,720,monitor,0.415,552,559,676,717,1280,720,2026-08-23 02:17:26
vid_IMG_1557_20260823_021701_0006.jpg,720,monitor,0.346,826,353,862,406,1280,720,2026-08-23 02:17:26
vid_IMG_1557_20260823_021701_0006.jpg,720,monitor,0.337,448,432,537,534,1280,720,2026-08-23 02:17:26
vid_IMG_1557_20260823_021701_0006.jpg,720,monitor,0.314,732,492,829,633,1280,720,2026-08-23 02:17:26
vid_IMG_1557_20260823_021701_0006.jpg,720,monitor,0.299,884,339,917,390,1280,720,2026-08-23 02:17:26
vid_IMG_1557_20260823_021701_0006.jpg,720,monitor,0.295,496,376,537,423,1280,720,2026-08-23 02:17:26
vid_IMG_1557_20260823_021701_0006.jpg,720,monitor,0.249,239,468,383,597,1280,720,2026-08-23 02:17:26
vid_IMG_1557_20260823_021701_0006.jpg,720,monitor,0.245,833,437,911,552,1280,720,2026-08-23 02:17:26
vid_IMG_1557_20260823_021701_0007.jpg,840,person,0.719,1018,330,1128,578,1280,720,2026-08-23 02:17:30
vid_IMG_1557_20260823_021701_0007.jpg,840,person,0.704,586,463,723,582,1280,720,2026-08-23 02:17:30
vid_IMG_1557_20260823_021701_0007.jpg,840,person,0.609,163,431,270,591,1280,720,2026-08-23 02:17:30
vid_IMG_1557_20260823_021701_0007.jpg,840,person,0.604,107,321,232,467,1280,720,2026-08-23 02:17:30
vid_IMG_1557_20260823_021701_0007.jpg,840,person,0.603,175,613,324,718,1280,720,2026-08-23 02:17:30
vid_IMG_1557_20260823_021701_0007.jpg,840,monitor,0.706,593,334,632,393,1280,720,2026-08-23 02:17:30
vid_IMG_1557_20260823_021701_0007.jpg,840,monitor,0.697,2,507,175,661,1280,720,2026-08-23 02:17:30
vid_IMG_1557_20260823_021701_0007.jpg,840,chair,0.655,324,597,449,691,1280,720,2026-08-23 02:17:30
vid_IMG_1557_20260823_021701_0007.jpg,840,monitor,0.597,364,365,441,437,1280,720,2026-08-23 02:17:30
vid_IMG_1557_20260823_021701_0007.jpg,840,chair,0.494,1123,417,1214,546,1280,720,2026-08-23 02:17:30
vid_IMG_1557_20260823_021701_0007.jpg,840,chair,0.444,120,655,221,719,1280,720,2026-08-23 02:17:30
vid_IMG_1557_20260823_021701_0007.jpg,840,monitor,0.440,658,324,701,368,1280,720,2026-08-23 02:17:30
vid_IMG_1557_20260823_021701_0007.jpg,840,monitor,0.433,755,358,801,419,1280,720,2026-08-23 02:17:30
vid_IMG_1557_20260823_021701_0007.jpg,840,monitor,0.418,765,307,799,347,1280,720,2026-08-23 02:17:30
vid_IMG_1557_20260823_021701_0007.jpg,840,chair,0.399,294,636,476,720,1280,720,2026-08-23 02:17:30
vid_IMG_1557_20260823_021701_0007.jpg,840,chair,0.385,854,430,899,468,1280,720,2026-08-23 02:17:30
vid_IMG_1557_20260823_021701_0007.jpg,840,monitor,0.382,440,428,534,518,1280,720,2026-08-23 02:17:30
vid_IMG_1557_20260823_021701_0007.jpg,840,monitor,0.380,717,316,744,361,1280,720,2026-08-23 02:17:30
vid_IMG_1557_20260823_021701_0007.jpg,840,chair,0.333,820,344,857,402,1280,720,2026-08-23 02:17:30
vid_IMG_1557_20260823_021701_0007.jpg,840,monitor,0.306,537,404,637,488,1280,720,2026-08-23 02:17:30
vid_IMG_1557_20260823_021701_0007.jpg,840,chair,0.237,303,596,454,717,1280,720,2026-08-23 02:17:30
vid_IMG_1557_20260823_021701_0007.jpg,840,monitor,0.227,105,406,176,514,1280,720,2026-08-23 02:17:30
vid_IMG_1557_20260823_021701_0008.jpg,960,person,0.761,578,454,709,576,1280,720,2026-08-23 02:17:34
vid_IMG_1557_20260823_021701_0008.jpg,960,person,0.749,1061,305,1142,566,1280,720,2026-08-23 02:17:34
vid_IMG_1557_20260823_021701_0008.jpg,960,person,0.704,151,422,260,576,1280,720,2026-08-23 02:17:34
vid_IMG_1557_20260823_021701_0008.jpg,960,person,0.660,97,316,221,459,1280,720,2026-08-23 02:17:34
vid_IMG_1557_20260823_021701_0008.jpg,960,person,0.554,155,605,331,715,1280,720,2026-08-23 02:17:34
vid_IMG_1557_20260823_021701_0008.jpg,960,person,0.520,231,263,320,407,1280,720,2026-08-23 02:17:34
vid_IMG_1557_20260823_021701_0008.jpg,960,chair,0.757,313,590,436,687,1280,720,2026-08-23 02:17:34
vid_IMG_1557_20260823_021701_0008.jpg,960,monitor,0.659,585,329,621,385,1280,720,2026-08-23 02:17:34
vid_IMG_1557_20260823_021701_0008.jpg,960,monitor,0.639,649,319,691,363,1280,720,2026-08-23 02:17:34
vid_IMG_1557_20260823_021701_0008.jpg,960,chair,0.582,273,628,469,720,1280,720,2026-08-23 02:17:34
vid_IMG_1557_20260823_021701_0008.jpg,960,monitor,0.527,357,360,431,414,1280,720,2026-08-23 02:17:34
vid_IMG_1557_20260823_021701_0008.jpg,960,monitor,0.482,756,303,790,343,1280,720,2026-08-23 02:17:34
vid_IMG_1557_20260823_021701_0008.jpg,960,monitor,0.459,708,309,736,354,1280,720,2026-08-23 02:17:34
vid_IMG_1557_20260823_021701_0008.jpg,960,monitor,0.441,869,327,903,376,1280,720,2026-08-23 02:17:34
vid_IMG_1557_20260823_021701_0008.jpg,960,monitor,0.419,537,547,660,705,1280,720,2026-08-23 02:17:34
vid_IMG_1557_20260823_021701_0008.jpg,960,monitor,0.415,0,502,163,654,1280,720,2026-08-23 02:17:34
vid_IMG_1557_20260823_021701_0008.jpg,960,monitor,0.385,745,349,791,407,1280,720,2026-08-23 02:17:34
vid_IMG_1557_20260823_021701_0008.jpg,960,monitor,0.339,228,457,371,584,1280,720,2026-08-23 02:17:34
vid_IMG_1557_20260823_021701_0008.jpg,960,chair,0.326,1123,413,1199,539,1280,720,2026-08-23 02:17:34
vid_IMG_1557_20260823_021701_0008.jpg,960,chair,0.319,843,423,888,460,1280,720,2026-08-23 02:17:34
vid_IMG_1557_20260823_021701_0008.jpg,960,monitor,0.280,811,338,849,394,1280,720,2026-08-23 02:17:34
vid_IMG_1557_20260823_021701_0008.jpg,960,monitor,0.268,810,428,891,551,1280,720,2026-08-23 02:17:34
vid_IMG_1557_20260823_021701_0009.jpg,1080,person,0.730,1016,296,1098,559,1280,720,2026-08-23 02:17:38
vid_IMG_1557_20260823_021701_0009.jpg,1080,person,0.728,124,601,310,718,1280,720,2026-08-23 02:17:38
vid_IMG_1557_20260823_021701_0009.jpg,1080,person,0.708,115,418,228,580,1280,720,2026-08-23 02:17:38
vid_IMG_1557_20260823_021701_0009.jpg,1080,person,0.682,558,450,690,573,1280,720,2026-08-23 02:17:38
vid_IMG_1557_20260823_021701_0009.jpg,1080,person,0.552,75,276,149,470,1280,720,2026-08-23 02:17:38
vid_IMG_1557_20260823_021701_0009.jpg,1080,person,0.536,192,257,292,392,1280,720,2026-08-23 02:17:38
vid_IMG_1557_20260823_021701_0009.jpg,1080,chair,0.714,284,586,410,687,1280,720,2026-08-23 02:17:38
vid_IMG_1557_20260823_021701_0009.jpg,1080,monitor,0.606,326,354,403,416,1280,720,2026-08-23 02:17:38
vid_IMG_1557_20260823_021701_0009.jpg,1080,monitor,0.584,729,296,761,341,1280,720,2026-08-23 02:17:38
vid_IMG_1557_20260823_021701_0009.jpg,1080,monitor,0.554,680,304,708,350,1280,720,2026-08-23 02:17:38
vid_IMG_1557_20260823_021701_0009.jpg,1080,monitor,0.520,622,313,664,360,1280,720,2026-08-23 02:17:38
vid_IMG_1557_20260823_021701_0009.jpg,1080,monitor,0.519,558,322,593,378,1280,720,2026-08-23 02:17:38
vid_IMG_1557_20260823_021701_0009.jpg,1080,chair,0.484,236,588,444,720,1280,720,2026-08-23 02:17:38
vid_IMG_1557_20260823_021701_0009.jpg,1080,chair,0.469,246,585,410,698,1280,720,2026-08-23 02:17:38
vid_IMG_1557_20260823_021701_0009.jpg,1080,chair,0.403,1083,410,1166,531,1280,720,2026-08-23 02:17:38
vid_IMG_1557_20260823_021701_0009.jpg,1080,chair,0.370,240,624,441,719,1280,720,2026-08-23 02:17:38
vid_IMG_1557_20260823_021701_0009.jpg,1080,monitor,0.356,511,536,640,702,1280,720,2026-08-23 02:17:38
vid_IMG_1557_20260823_021701_0009.jpg,1080,chair,0.345,1235,451,1279,531,1280,720,2026-08-23 02:17:38
vid_IMG_1557_20260823_021701_0009.jpg,1080,monitor,0.336,841,322,872,371,1280,720,2026-08-23 02:17:38
vid_IMG_1557_20260823_021701_0009.jpg,1080,monitor,0.310,194,456,341,579,1280,720,2026-08-23 02:17:38
vid_IMG_1557_20260823_021701_0009.jpg,1080,chair,0.306,781,335,821,387,1280,720,2026-08-23 02:17:38
vid_IMG_1557_20260823_021701_0009.jpg,1080,monitor,0.303,0,499,128,604,1280,720,2026-08-23 02:17:38
vid_IMG_1557_20260823_021701_0009.jpg,1080,monitor,0.278,404,415,502,506,1280,720,2026-08-23 02:17:38
vid_IMG_1557_20260823_021701_0009.jpg,1080,monitor,0.256,171,370,267,457,1280,720,2026-08-23 02:17:38
vid_IMG_1557_20260823_021701_0009.jpg,1080,chair,0.248,75,648,173,720,1280,720,2026-08-23 02:17:38
vid_IMG_1557_20260823_021701_0009.jpg,1080,chair,0.244,454,357,499,403,1280,720,2026-08-23 02:17:38
vid_IMG_1557_20260823_021701_0009.jpg,1080,monitor,0.228,521,393,599,471,1280,720,2026-08-23 02:17:38
vid_IMG_1557_20260823_021701_0009.jpg,1080,chair,0.221,0,412,74,520,1280,720,2026-08-23 02:17:38
